Full Name,Email,Mobile,City,State,Lead Status,Source,Lead Date
Amit Kumar,lead623@example.com,9146634758.0,Mumbai,Telangana,,Google Ads,2025/04/10
Rahul Verma,lead140@example.com,9684272985.0,Mumbai,Kerala,Follow Up,Google Ads,27-11-2025
Priya Patel,lead458@example.com,9578524857.0,Delhi,Telangana,Lost,Referral,2026/02/28
Sunita Kumar,lead804@example.com,9388879934.0,Bengaluru,Telangana,Follow Up,Google Ads,07-06-2025
Vikram Kumar,lead821@example.com,9495408797.0,Hyderabad,Kerala,Lost,Referral,22-06-2025
Anjali Thapa,lead857@example.com,9088101687.0,Bengaluru,Kerala,Follow Up,Google Ads,2025-03-22
Anjali Gupta,lead8@example.com,9750593789.0,Kochi,Karnataka,Lost,Google Ads,2025-02-03
Neha Gupta,lead597@example.com,9908428917.0,Pune,Delhi,Lost,Referral,2026/02/17
Neha Kumar,lead5@example.com,9112187497.0,Kochi,Telangana,Lost,Google Ads,24/02/2025
Neha Verma,lead751@example.com,9489582552.0,Mumbai,Telangana,Follow Up,Website,13-04-2026
Sanjay Patel,lead689@example.com,9811873512.0,Delhi,Maharashtra,Qualified,Website,19-04-2025
Anjali Gupta,lead389@example.com,9177700370.0,Mumbai,Karnataka,New,Referral,26/02/2026
Anjali Thapa,lead857@example.com,9088101687.0,Bengaluru,Kerala,Follow Up,Google Ads,2026-02-21
Anjali Gupta,lead613@example.com,9082639100.0,Mumbai,Kerala,New,Website,2025-12-20
Vikram Patel,lead257@example.com,9801006452.0,Hyderabad,Maharashtra,Qualified,Social Media,28-04-2025
Priya Singh,lead110@example.com,9523778171.0,,Karnataka,Lost,Google Ads,21/05/2026
Priya Thapa,lead1052@example.com,9302354262.0,Delhi,Maharashtra,Qualified,Website,2025-07-04
Amit Gupta,lead958@example.com,9685406616.0,Bengaluru,Telangana,Lost,Google Ads,2025/09/15
Vikram Singh,lead887@example.com,9068159921.0,Mumbai,Maharashtra,Follow Up,Google Ads,02-01-2025
Sanjay Patel,lead959@example.com,9536875225.0,Bengaluru,Karnataka,New,Referral,03/07/2025
Priya Kumar,lead253@example.com,9513155323.0,Bengaluru,Kerala,,Referral,22/06/2026
Vikram Verma,lead203@example.com,9367627935.0,Mumbai,Delhi,New,Google Ads,30-01-2025
Sunita Thapa,lead994@example.com,9602850642.0,,Kerala,New,Referral,2026-03-14
Megha Patel,lead485@example.com,9303493036.0,Kochi,Karnataka,Qualified,Social Media,08-03-2025
Neha Joshi,lead207@example.com,9238278226.0,,Maharashtra,Follow Up,Google Ads,27/04/2026
Megha Verma,lead602@example.com,9661638491.0,Kochi,Telangana,Follow Up,Referral,2025/10/20
Deepak Kumar,lead1034@example.com,9840144460.0,Hyderabad,Maharashtra,Qualified,Social Media,22-06-2025
Sunita Thapa,,9012462180.0,Hyderabad,Maharashtra,Lost,Social Media,01-03-2026
Rahul Kumar,lead307@example.com,9369950093.0,Pune,Telangana,Lost,Google Ads,07-09-2025
Neha Sharma,lead341@example.com,9014772629.0,Bengaluru,Kerala,New,Referral,06/08/2025
Deepak Patel,lead205@example.com,9506679754.0,Kochi,Maharashtra,Qualified,Referral,2025-01-30
Vikram Sharma,lead698@example.com,9232282535.0,Pune,Karnataka,Follow Up,Referral,12/02/2026
Amit Joshi,lead747@example.com,9566118027.0,Delhi,Maharashtra,New,Social Media,2025/10/07
Anjali Joshi,lead17@example.com,9063833678.0,,Delhi,,Social Media,2025-11-22
Priya Sharma,,9319965961.0,Delhi,Maharashtra,Follow Up,Referral,2025/04/20
Neha Reddy,lead936@example.com,9007353545.0,Mumbai,Telangana,Lost,Website,17-02-2025
Sunita Patel,lead332@example.com,9580505696.0,Kochi,Telangana,New,Social Media,25/03/2025
Anjali Joshi,lead998@example.com,9096160599.0,Pune,Kerala,New,Referral,09-05-2026
Vikram Gupta,lead1099@example.com,9703762640.0,Mumbai,Karnataka,Follow Up,Social Media,03/04/2025
Amit Singh,lead950@example.com,,,Maharashtra,Follow Up,Referral,17/04/2026
Megha Sharma,lead147@example.com,9522546834.0,Kochi,Maharashtra,Follow Up,Website,2026/05/27
Rahul Reddy,lead337@example.com,9530911054.0,Delhi,Karnataka,Follow Up,Social Media,21-03-2025
Priya Das,lead710@example.com,9390804306.0,Kochi,Kerala,New,Referral,2025-03-30
Deepak Das,lead354@example.com,9336831483.0,Kochi,Kerala,Follow Up,Google Ads,2025-03-11
Neha Singh,lead38@example.com,9237460022.0,Bengaluru,Kerala,Follow Up,Social Media,2026-03-04
Rahul Joshi,lead101@example.com,9134401148.0,Pune,Karnataka,New,Social Media,2025-05-14
Sanjay Sharma,lead863@example.com,9541385347.0,Delhi,Kerala,Qualified,Social Media,20-12-2025
Priya Singh,lead766@example.com,9700956139.0,Hyderabad,Telangana,Follow Up,Website,2025/12/29
